Object ID	File to include	Shape files
1335	xx_smartie_stuff.bin	 smw_house7 smw_house7_l1 smw_house7_l2 smw_house7_l3 smw_house7_l4
1336	xx_smartie_stuff.bin	 smw_house8 smw_house8_l1 smw_house8_l2 smw_house8_l3 smw_house8_l4
1337	xx_sm_evil.bin	 sm_evil_l0
1338	xx_ambient.bin	 a_k2
1339	xx_ambient.bin	 a_k3
1340	xx_ambient.bin	 a_k4
1342	xx_ambient.bin	 a_special_tree
1343	xx_ambient.bin	 a_pools_large
1344	xx_ambient.bin	 a_boat
1348	xx_smartie_stuff.bin	 sm_tower_timmy
1349	xx_jetski.bin	 p_jetski_coll
1350	xx_reaper_base.bin	 efx_magic_gate1
1351	xx_reaper_base.bin	 efx_magic_gate2
1354	xx_smartie_stuff.bin	 sm_table_dad
1355	xx_ambient.bin	 a_volcano
1356	xx_rstory5.bin	 rstory5_volcano_coll
1357	xx_rstory5.bin	 rstory5_fake
1358	xx_efx.bin	 efx_flare
1359	xx_giantwalls.bin	 giantwall3_nick
1360	xx_efx.bin	 efx_offspring_spit
1361	xx_efx.bin	 efx_offspring_fire
1363	xx_efx.bin	 efx_red_rings
1364	xx_efx.bin	 efx_ref_crooked_line
1365	xx_efx.bin	 efx_whizzer
1366	xx_efx.bin	 efx_whizzer_sparkles
1367	xx_efx.bin	 efx_deep_red
1368	xx_efx.bin	 efx_whizzer_charml
1369	xx_efx.bin	 efx_whizzer_charmr
1370	xx_kstory5.bin	 k_spike
1371	xx_kstory5.bin	 k_bridge_1
1372	xx_kstory5.bin	 k_bridge_2
1373	xx_kstory5.bin	 k_bridge_3
1374	xx_jetski.bin	 sign
1375	xx_kab_stuff.bin	 efx_crystal_debri
1376	xx_guard_barracks.bin	 efx_ref_minibarracks
1377	xx_guard_barracks.bin	 efx_mini_debri_top
1378	xx_guard_barracks.bin	 efx_mini_debri_1
1379	xx_guard_barracks.bin	 efx_mini_debri_2
1380	xx_guard_barracks.bin	 efx_mini_debri_3
1381	xx_guard_buildings.bin	 efx_ref_guard_tower_1
1382	xx_guard_buildings.bin	 efx_guard_tower_debri_1
1383	xx_guard_buildings.bin	 efx_guard_tower_debri_2
1384	xx_guard_buildings.bin	 efx_guard_tower_debri_3
1385	xx_guard_buildings.bin	 efx_guard_tower_debri_4
1386	xx_guard_buildings.bin	 efx_guard_tower_debri_5
1387	xx_guard_buildings.bin	 efx_ref_guard_tower_2
1388	xx_guard_buildings.bin	 efx_tower_2_debri_1
1389	xx_guard_buildings.bin	 efx_tower_2_debri_2
1390	xx_guard_buildings.bin	 efx_tower_2_debri_3
1391	xx_guard_barracks.bin	 efx_rpbarracks_debri_1
1392	xx_guard_barracks.bin	 efx_rpbarracks_debri_2
1393	xx_guard_barracks.bin	 efx_rpbarracks_debri_3
1394	xx_giantwalls.bin	 efx_ref_giantwall3
1395	xx_giantwalls.bin	 efx_giantwall_debri_1
1396	xx_giantwalls.bin	 efx_giantwall_debri_2
1397	xx_giantwalls.bin	 efx_giantwall_debri_3
1398	xx_giantwalls.bin	 efx_giantwall_debri_4
1399	xx_giantwalls.bin	 efx_giantwall_debri_5
1400	xx_giantwalls.bin	 efx_giantwall_debri_6
1401	xx_giantwalls.bin	 efx_giantwall_debri_7
1402	xx_giantwalls.bin	 efx_giantwall_debri_8
1403	xx_giantwalls.bin	 efx_giantwall_debri_9
1404	xx_giantwalls.bin	 efx_giantwall_debri_10
1405	xx_giantwalls.bin	 efx_giantwall_debri_11
1406	xx_giantwalls.bin	 efx_giantwall_debri_12
1407	xx_giantwalls.bin	 efx_giantwall_debri_13
1408	xx_giantwalls.bin	 efx_giantwall_debri_14
1409	xx_giantwalls.bin	 efx_ref_giantwall5
1410	xx_giantwalls.bin	 efx_giantwall5_debri_1
1411	xx_giantwalls.bin	 efx_giantwall3_debri_s
1412	xx_efx.bin	 efx_smoke_ring_b
1413	xx_bridge.bin	 bridge_wide
1414	xx_guard_drawbridge.bin	 bw_drawbridge_coll
1415	xx_guard_drawbridge.bin	 bw_drawbridgeo_coll
1416	xx_kab_stuff.bin	 k_rock_gen_coll
1417	xx_efx.bin	 efx_soot
<0 (xx_permanentaliens.bin): invalid>		
<210 (xx_dactyl.bin): invalid>		
<241 (xx_reaperman.bin): unknown yet>		
<845 (xx_vimp.bin): unknown yet>		
